payment_id,invoice_id,payment_date,amount,bank_account_ref
PMT-6190,INV-4190,2024-04-09,892.45,BA-69990372
PMT-6191,INV-4191,2024-04-10,809.44,BA-51284804
PMT-6192,INV-4192,2024-04-04,4298.04,BA-55007604
PMT-6193,INV-4193,2024-04-03,6085.38,BA-13171392
PMT-6194,INV-4194,2024-04-16,1669.67,BA-25894409
PMT-6195,INV-4195,2024-04-15,2449.5,BA-86452799
PMT-6196,INV-4196,2024-04-12,279.75,BA-77635542
PMT-6197,INV-4197,2024-04-08,359.72,BA-20501465
PMT-6198,INV-4198,2024-04-04,3826.8,BA-84360327
PMT-6199,INV-4199,2024-04-06,10777.1,BA-72778440
PMT-6200,INV-4200,2024-04-10,4845.25,BA-95439217
PMT-6201,INV-4201,2024-04-02,697.88,BA-48024042
PMT-6202,INV-4202,2024-04-13,616.64,BA-34765747
PMT-6203,INV-4203,2024-04-02,1224.5,BA-84321185
PMT-6204,INV-4204,2024-04-16,633.94,BA-83587246
PMT-6205,INV-4205,2024-03-31,4644.3,BA-18329487
PMT-6206,INV-4206,2024-04-18,3001.37,BA-65576880
PMT-6207,INV-4207,2024-04-07,328.89,BA-72446885
PMT-6208,INV-4208,2024-04-18,2459.17,BA-60817437
PMT-6209,INV-4209,2024-04-13,4222.35,BA-20091154
PMT-6210,INV-4210,2024-04-12,5793.7,BA-93256282
PMT-6211,INV-4211,2024-04-06,1362.11,BA-79988171
PMT-6212,INV-4212,2024-04-18,5841.41,BA-29580598
PMT-6213,INV-4213,2024-04-08,625.03,BA-55166387
PMT-6214,INV-4214,2024-04-04,1295.74,BA-54030605
PMT-6215,INV-4215,2024-04-04,7063.44,BA-65947402
PMT-6216,INV-4216,2024-04-07,3545.51,BA-31970008
PMT-6217,INV-4217,2024-04-07,1913.51,BA-76521692
PMT-6218,INV-4218,2024-04-16,2873.54,BA-98484973
PMT-6219,INV-4219,2024-04-04,672.34,BA-45052250
PMT-6220,INV-4220,2024-04-10,9269.47,BA-71510513
PMT-6221,INV-4221,2024-04-02,5901.75,BA-60407838
PMT-6222,INV-4222,2024-04-13,1570.44,BA-23696006
PMT-6223,INV-4223,2024-04-10,1499.86,BA-43557996
PMT-6224,INV-4224,2024-04-05,3291.25,BA-96136221
PMT-6225,INV-4225,2024-04-13,4182.44,BA-92210966
PMT-6226,INV-4226,2024-04-09,524.75,BA-96638318
PMT-6227,INV-4227,2024-04-03,1350.09,BA-35153788
PMT-6228,INV-4228,2024-04-17,485.03,BA-76061022
PMT-6229,INV-4229,2024-04-09,9225.05,BA-31816364
PMT-6230,INV-4230,2024-04-07,1430.27,BA-97255749
PMT-6231,INV-4231,2024-04-08,2261.74,BA-12259115
PMT-6232,INV-4232,2024-04-10,3789.97,BA-80270461
PMT-6233,INV-4233,2024-04-04,3777.67,BA-77707886
PMT-6234,INV-4234,2024-04-12,1240.85,BA-22678919
PMT-6235,INV-4235,2024-04-19,5731.45,BA-87097845
PMT-6236,INV-4236,2024-04-03,4309.7,BA-34570175
PMT-6237,INV-4237,2024-04-12,359.72,BA-20501465
PMT-6238,INV-4238,2024-04-03,814.09,BA-46395401
PMT-6239,INV-4239,2024-04-20,5802.08,BA-31667923
PMT-6240,INV-4240,2024-04-06,538.29,BA-74146043
PMT-6241,INV-4241,2024-04-07,4046.36,BA-90491079
PMT-6242,INV-4242,2024-04-14,1692.6,BA-69971013
PMT-6243,INV-4243,2024-04-10,3723.2,BA-34576324
PMT-6244,INV-4244,2024-04-04,1697.76,BA-31567766
PMT-6245,INV-4245,2024-04-18,1906.85,BA-83517017
PMT-6246,INV-4246,2024-04-08,5174.39,BA-38816302
PMT-6247,INV-4247,2024-04-18,2712.75,BA-85980310
PMT-6248,INV-4248,2024-04-12,2067.01,BA-49333645
PMT-6249,INV-4249,2024-04-20,3939.99,BA-87550420
PMT-6250,INV-4250,2024-04-05,2301.38,BA-55166387
PMT-6251,INV-4251,2024-04-18,2591.32,BA-77507631
PMT-6252,INV-4252,2024-04-22,669.09,BA-99295127
PMT-6253,INV-4253,2024-04-21,3435.32,BA-84396090
PMT-6254,INV-4254,2024-04-05,4730.8,BA-38325623
PMT-6255,INV-4255,2024-04-05,3302.06,BA-16266501
PMT-6256,INV-4256,2024-04-21,4708.51,BA-96504107
PMT-6257,INV-4257,2024-04-18,1031.42,BA-95421789
PMT-6258,INV-4258,2024-04-07,192.66,BA-13740078
PMT-6259,INV-4259,2024-04-19,2286.88,BA-40026139
PMT-6260,INV-4260,2024-04-12,2893.67,BA-48808820
PMT-6261,INV-4261,2024-04-14,385.64,BA-24343810
PMT-6262,INV-4262,2024-04-15,9507.51,BA-47203213
PMT-6263,INV-4263,2024-04-15,1890.93,BA-17572171
PMT-6264,INV-4264,2024-04-21,2373.61,BA-46969722
PMT-6265,INV-4265,2024-04-23,4630.44,BA-11168389
PMT-6266,INV-4266,2024-04-12,3433.99,BA-92227093
PMT-6267,INV-4267,2024-04-11,4929.96,BA-87038027
PMT-6268,INV-4268,2024-04-22,1022.55,BA-58352122
PMT-6269,INV-4269,2024-04-11,1382.45,BA-66255890
PMT-6270,INV-4270,2024-04-14,1001.43,BA-41247171
PMT-6271,INV-4271,2024-04-23,2393.25,BA-44870850
PMT-6272,INV-4272,2024-04-22,2589.16,BA-46375806
PMT-6273,INV-4273,2024-04-05,4500.66,BA-57671253
PMT-6274,INV-4274,2024-04-12,2147.65,BA-27592411
PMT-6275,INV-4275,2024-04-10,1070.48,BA-59106734
PMT-6276,INV-4276,2024-04-06,2397.72,BA-45052250
PMT-6277,INV-4277,2024-04-22,2919.59,BA-60928773
PMT-6278,INV-4278,2024-04-14,4409.44,BA-51284804
PMT-6279,INV-4279,2024-04-19,4700.27,BA-72426554
PMT-6280,INV-4280,2024-04-17,636.72,BA-16118140
PMT-6281,INV-4281,2024-04-08,3728.4,BA-69907747
PMT-6282,INV-4282,2024-04-14,4643.48,BA-55007604
PMT-6283,INV-4283,2024-04-08,1668.5,BA-70502221
PMT-6284,INV-4284,2024-04-24,1540.54,BA-94160208
PMT-6285,INV-4285,2024-04-09,5518.19,BA-93094361
PMT-6286,INV-4286,2024-04-18,4410.88,BA-21313160
PMT-6287,INV-4287,2024-04-18,2817.03,BA-96638318
PMT-6288,INV-4288,2024-04-22,6986.86,BA-80900936
PMT-6289,INV-4289,2024-04-24,1258.62,BA-97232433
PMT-6290,INV-4290,2024-04-19,6371.38,BA-75743113
PMT-6291,INV-4291,2024-04-13,2072.52,BA-50547885
PMT-6292,INV-4292,2024-04-07,2646.26,BA-66673996
PMT-6293,INV-4293,2024-04-17,4597.5,BA-26487605
PMT-6294,INV-4294,2024-04-23,178.52,BA-20442454
PMT-6295,INV-4295,2024-04-16,4566.25,BA-66242348
PMT-6296,INV-4296,2024-04-15,1331.42,BA-60928773
PMT-6297,INV-4297,2024-04-09,2714.32,BA-25018030
PMT-6298,INV-4298,2024-04-22,4985.14,BA-61877136
PMT-6299,INV-4299,2024-04-25,4606.53,BA-34101347
PMT-6300,INV-4300,2024-04-11,5657.32,BA-12158188
PMT-6301,INV-4301,2024-04-20,2093.62,BA-29676659
PMT-6302,INV-4302,2024-04-21,4920.32,BA-12158188
PMT-6303,INV-4303,2024-04-21,1390.32,BA-56735618
PMT-6304,INV-4304,2024-04-13,6683.96,BA-98662305
PMT-6305,INV-4305,2024-04-17,6088.49,BA-92594052
PMT-6306,INV-4306,2024-04-13,5123.7,BA-22145096
PMT-6307,INV-4307,2024-04-10,665.41,BA-99635023
PMT-6308,INV-4308,2024-04-19,1194.99,BA-22678919
PMT-6309,INV-4309,2024-04-12,1921.65,BA-84377153
PMT-6310,INV-4310,2024-04-16,1570.64,BA-13829167
PMT-6311,INV-4311,2024-04-13,7489.41,BA-16252221
PMT-6312,INV-4312,2024-04-09,5737.58,BA-47247613
PMT-6313,INV-4313,2024-04-23,1680.03,BA-39851095
PMT-6314,INV-4314,2024-04-07,1722.12,BA-32252095
PMT-6315,INV-4315,2024-04-21,6371.38,BA-75743113
PMT-6316,INV-4316,2024-04-14,1514.98,BA-72446885
PMT-6317,INV-4317,2024-04-14,2572.05,BA-22120276
PMT-6318,INV-4318,2024-04-16,2201.29,BA-30040462
PMT-6319,INV-4319,2024-04-14,2048.94,BA-38881120
PMT-6320,INV-4320,2024-04-25,2309.9,BA-85196458
PMT-6321,INV-4321,2024-04-17,4407.41,BA-44676165
PMT-6322,INV-4322,2024-04-08,2497.57,BA-73478973
PMT-6323,INV-4323,2024-04-08,2784.67,BA-50710220
PMT-6324,INV-4324,2024-04-10,955.51,BA-40438711
PMT-6325,INV-4325,2024-04-19,548.31,BA-17835520
PMT-6326,INV-4326,2024-04-14,2146.75,BA-20418044
PMT-6327,INV-4327,2024-04-21,7736.04,BA-82569631
PMT-6328,INV-4328,2024-04-08,5054.61,BA-50160565
PMT-6329,INV-4329,2024-04-25,1336.95,BA-86421196
PMT-6330,INV-4330,2024-04-16,5341.27,BA-97180588
PMT-6331,INV-4331,2024-04-25,3413.53,BA-29434667
PMT-6332,INV-4332,2024-04-19,1421.09,BA-84321185
PMT-6333,INV-4333,2024-04-13,3847.21,BA-77867728
PMT-6334,INV-4334,2024-04-26,4319.8,BA-36029282
PMT-6335,INV-4335,2024-04-18,3421.88,BA-44522530
PMT-6336,INV-4336,2024-04-22,3033.81,BA-38152097
PMT-6337,INV-4337,2024-04-20,5223.97,BA-33540679
PMT-6338,INV-4338,2024-04-14,266.19,BA-95433834
PMT-6339,INV-4339,2024-04-12,3457.65,BA-85437599
PMT-6340,INV-4340,2024-04-16,4840.24,BA-16957919
PMT-6341,INV-4341,2024-04-22,1792.29,BA-10527808
PMT-6342,INV-4342,2024-04-24,7858.23,BA-73690921
PMT-6343,INV-4343,2024-04-11,866.78,BA-76853417
PMT-6344,INV-4344,2024-04-25,2178.6,BA-37304692
PMT-6345,INV-4345,2024-04-14,2505.84,BA-59982352
PMT-6346,INV-4346,2024-04-21,1491.93,BA-53999836
PMT-6347,INV-4347,2024-04-14,3227.09,BA-26843185
PMT-6348,INV-4348,2024-04-15,8401.22,BA-28278537
PMT-6349,INV-4349,2024-04-22,1591.92,BA-88351121
PMT-6350,INV-4350,2024-04-26,5085.91,BA-73369627
PMT-6351,INV-4351,2024-04-26,2120.07,BA-71602021
PMT-6352,INV-4352,2024-04-13,537.2,BA-19442473
PMT-6353,INV-4353,2024-04-21,768.76,BA-21339367
PMT-6354,INV-4354,2024-04-21,702.64,BA-21397668
PMT-6355,INV-4355,2024-04-26,3494.66,BA-37216185
PMT-6356,INV-4356,2024-04-15,3134.36,BA-45479229
PMT-6357,INV-4357,2024-04-14,1656.22,BA-15663839
PMT-6358,INV-4358,2024-04-27,10334.97,BA-41433295
PMT-6359,INV-4359,2024-04-29,6601.49,BA-80297512
PMT-6360,INV-4360,2024-04-19,1127.1,BA-41349982
PMT-6361,INV-4361,2024-04-27,12787.86,BA-58413585
PMT-6362,INV-4362,2024-04-24,10872.7,BA-42284650
PMT-6363,INV-4363,2024-04-18,2083.19,BA-43884301
PMT-6364,INV-4364,2024-04-23,3650.17,BA-94083747
PMT-6365,INV-4365,2024-04-20,1597.37,BA-40931003
PMT-6366,INV-4366,2024-04-12,3036.41,BA-30047398
PMT-6367,INV-4367,2024-04-18,4915.79,BA-50160565
PMT-6368,INV-4368,2024-04-20,415.97,BA-48900721
PMT-6369,INV-4369,2024-04-28,834.18,BA-84903659
PMT-6370,INV-4370,2024-04-25,6403.23,BA-57864027
PMT-6371,INV-4371,2024-04-24,6358.84,BA-94212661
PMT-6372,INV-4372,2024-04-17,1262.61,BA-46930712
PMT-6373,INV-4373,2024-04-25,7292.43,BA-30502182
PMT-6374,INV-4374,2024-04-16,1485.2,BA-69907747
PMT-6375,INV-4375,2024-04-16,1414.19,BA-41132723
PMT-6376,INV-4376,2024-04-12,2300.66,BA-75551200
PMT-6377,INV-4377,2024-04-15,547.32,BA-92809450
PMT-6378,INV-4378,2024-04-18,2202.78,BA-86626738
PMT-6379,INV-4379,2024-04-30,1951.44,BA-81742291
PMT-6380,INV-4380,2024-04-29,2380.93,BA-72365992
PMT-6381,INV-4381,2024-04-25,506.66,BA-24635906
PMT-6382,INV-4382,2024-04-13,5269.24,BA-82903368
PMT-6383,INV-4383,2024-04-13,2538.32,BA-19103678
PMT-6384,INV-4384,2024-04-15,3252.9,BA-25894409
PMT-6385,INV-4385,2024-04-27,4933.32,BA-83270296
PMT-6386,INV-4386,2024-04-14,213.96,BA-62472380
PMT-6387,INV-4387,2024-04-19,1336.71,BA-76640001
PMT-6388,INV-4388,2024-05-01,4705.42,BA-93940881
PMT-6389,INV-4389,2024-04-30,7748.8,BA-91733095
PMT-6390,INV-4390,2024-04-15,5792.34,BA-22046497
PMT-6391,INV-4391,2024-04-23,4532.01,BA-45642621
PMT-6392,INV-4392,2024-04-23,5434.81,BA-80597203
PMT-6393,INV-4393,2024-04-30,1978.81,BA-92976585
PMT-6394,INV-4394,2024-04-27,4865.71,BA-62662255
PMT-6395,INV-4395,2024-04-28,789.76,BA-40580235
PMT-6396,INV-4396,2024-04-19,1378.94,BA-61961432
PMT-6397,INV-4397,2024-04-13,5873.46,BA-20814848
PMT-6398,INV-4398,2024-04-20,1784.6,BA-48638813
PMT-6399,INV-4399,2024-04-19,508.82,BA-10788743
PMT-6400,INV-4400,2024-04-24,1083.24,BA-30261520
PMT-6401,INV-4401,2024-04-25,1100.76,BA-41019536
PMT-6402,INV-4402,2024-04-16,3257.62,BA-47247613
PMT-6403,INV-4403,2024-04-17,2544.9,BA-63128543
PMT-6404,INV-4404,2024-05-02,957.25,BA-79270678
PMT-6405,INV-4405,2024-04-18,3667.27,BA-44628537
PMT-6406,INV-4406,2024-04-20,3982.77,BA-98849207
PMT-6407,INV-4407,2024-04-28,2077.72,BA-98662305
PMT-6408,INV-4408,2024-04-28,1331.19,BA-75627516
PMT-6409,INV-4409,2024-05-02,2274.44,BA-90068835
PMT-6410,INV-4410,2024-05-02,536.41,BA-12528752
PMT-6411,INV-4411,2024-04-28,784.55,BA-71602021
PMT-6412,INV-4412,2024-04-16,563.84,BA-85506730
PMT-6413,INV-4413,2024-05-02,3294.3,BA-17912728
PMT-6414,INV-4414,2024-04-15,3219.54,BA-91907998
PMT-6415,INV-4415,2024-04-29,2149.19,BA-39974058
PMT-6416,INV-4416,2024-04-19,3983.19,BA-58825909
PMT-6417,INV-4417,2024-04-26,2742.94,BA-23135460
PMT-6418,INV-4418,2024-04-21,5507.23,BA-87116204
PMT-6419,INV-4419,2024-04-29,2686.36,BA-62897893
PMT-6420,INV-4420,2024-04-29,5319.72,BA-45265254
PMT-6421,INV-4421,2024-04-19,1980.91,BA-34669572
PMT-6422,INV-4422,2024-04-18,3703.11,BA-18302983
PMT-6423,INV-4423,2024-04-30,1224.38,BA-42297987
PMT-6424,INV-4424,2024-04-27,5710.1,BA-82928533
PMT-6425,INV-4425,2024-04-17,957.6,BA-25700873
PMT-6426,INV-4426,2024-04-22,5423.42,BA-41863178
PMT-6427,INV-4427,2024-04-22,1174.58,BA-50539173
PMT-6428,INV-4428,2024-04-15,1532.26,BA-80338909
PMT-6429,INV-4429,2024-04-27,3085.83,BA-56573688
PMT-6430,INV-4430,2024-05-03,1969.85,BA-45479229
PMT-6431,INV-4431,2024-04-22,860.77,BA-18141783
PMT-6432,INV-4432,2024-04-16,2529.05,BA-50772964
PMT-6433,INV-4433,2024-04-22,3411.22,BA-80263864
PMT-6434,INV-4434,2024-04-18,890.1,BA-21446078
PMT-6435,INV-4435,2024-04-21,1637.3,BA-59958791
PMT-6436,INV-4436,2024-04-15,406.78,BA-51519704
PMT-6437,INV-4437,2024-04-16,1630.39,BA-85313447
PMT-6438,INV-4438,2024-04-29,5482.19,BA-10240379
PMT-6439,INV-4439,2024-04-16,2643.53,BA-89251917
PMT-6440,INV-4440,2024-04-27,2298.51,BA-62171394
PMT-6441,INV-4441,2024-04-25,13314.88,BA-58413585
PMT-6442,INV-4442,2024-04-25,3793.1,BA-31667923
PMT-6443,INV-4443,2024-04-19,5905.75,BA-71325367
PMT-6444,INV-4444,2024-05-05,3134.74,BA-21643368
PMT-6445,INV-4445,2024-05-06,7476.67,BA-90800195
PMT-6446,INV-4446,2024-05-01,2721.72,BA-18141783
PMT-6447,INV-4447,2024-04-26,3049.18,BA-94015441
PMT-6448,INV-4448,2024-04-19,1542.52,BA-82903368
PMT-6449,INV-4449,2024-04-22,2885.16,BA-86117714
PMT-6450,INV-4450,2024-05-02,556.64,BA-60110092
PMT-6451,INV-4451,2024-04-18,1924.67,BA-28615439
PMT-6452,INV-4452,2024-05-03,1821.46,BA-97197858
PMT-6453,INV-4453,2024-04-21,3274.25,BA-52107570
PMT-6454,INV-4454,2024-04-21,2942.91,BA-86117714
PMT-6455,INV-4455,2024-04-23,967.58,BA-42528686
PMT-6456,INV-4456,2024-04-22,2072.87,BA-44785794
PMT-6457,INV-4457,2024-05-04,4899.6,BA-92976585
PMT-6458,INV-4458,2024-04-23,3936.62,BA-19816400
PMT-6459,INV-4459,2024-05-04,1174.78,BA-13019113
PMT-6460,INV-4460,2024-04-28,5216.57,BA-15618636
PMT-6461,INV-4461,2024-04-21,6224.37,BA-76662562
PMT-6462,INV-4462,2024-05-04,1879.74,BA-19021960
PMT-6463,INV-4463,2024-04-30,599.75,BA-14290770
PMT-6464,INV-4464,2024-04-18,6130.43,BA-17933677
PMT-6465,INV-4465,2024-04-20,3605.17,BA-21339367
PMT-6466,INV-4466,2024-04-18,5796.7,BA-23134790
PMT-6467,INV-4467,2024-05-05,4017.09,BA-26421523
PMT-6468,INV-4468,2024-04-20,2478.92,BA-53464935
PMT-6469,INV-4469,2024-05-04,5104.42,BA-68410150
PMT-6470,INV-4470,2024-05-05,2404.77,BA-91628191
PMT-6471,INV-4471,2024-05-05,2443.2,BA-24635906
PMT-6472,INV-4472,2024-04-21,16094.17,BA-58413585
PMT-6473,INV-4473,2024-04-20,10267.29,BA-33651543
PMT-6474,INV-4474,2024-05-06,3660.71,BA-26331285
PMT-6475,INV-4475,2024-04-28,2204.36,BA-78203564
PMT-6476,INV-4476,2024-05-03,5349.04,BA-44709914
PMT-6477,INV-4477,2024-05-01,883.71,BA-99177643
PMT-6478,INV-4478,2024-04-19,2466.79,BA-41007578
PMT-6479,INV-4479,2024-05-06,2121.96,BA-16412435
PMT-6480,INV-4480,2024-04-25,1991.0,BA-53773065
PMT-6481,INV-4481,2024-04-19,5814.64,BA-96110063
PMT-6482,INV-4482,2024-04-24,6125.53,BA-96865861
PMT-6483,INV-4483,2024-05-05,747.01,BA-91248554
PMT-6484,INV-4484,2024-05-03,3955.35,BA-89070818
PMT-6485,INV-4485,2024-04-26,306.66,BA-97366946
PMT-6486,INV-4486,2024-04-23,9210.29,BA-71510513
PMT-6487,INV-4487,2024-04-26,5130.02,BA-97641229
PMT-6488,INV-4488,2024-05-03,2994.81,BA-30926211
PMT-6489,INV-4489,2024-04-23,5256.41,BA-56573688
PMT-6490,INV-4490,2024-04-22,7410.27,BA-57722796
PMT-6491,INV-4491,2024-05-07,644.79,BA-44941579
PMT-6492,INV-4492,2024-05-06,778.54,BA-96513477
PMT-6493,INV-4493,2024-05-01,5349.86,BA-78649916
PMT-6494,INV-4494,2024-04-23,4886.19,BA-52214961
PMT-6495,INV-4495,2024-04-22,5964.39,BA-59560375
PMT-6496,INV-4496,2024-04-27,6552.26,BA-93261023
PMT-6497,INV-4497,2024-04-23,4900.19,BA-36192056
PMT-6498,INV-4498,2024-04-22,5446.35,BA-42130069
PMT-6499,INV-4499,2024-05-01,11914.29,BA-29631149
PMT-6500,INV-4500,2024-04-28,2165.56,BA-35444081
PMT-6501,INV-4501,2024-04-29,3661.23,BA-42284650
PMT-6502,INV-4502,2024-04-29,3685.31,BA-96290869
PMT-6503,INV-4503,2024-04-29,3653.09,BA-46751573
PMT-6504,INV-4504,2024-04-25,3540.69,BA-24197559
PMT-6505,INV-4505,2024-05-06,2343.89,BA-97619725
PMT-6506,INV-4506,2024-05-09,1123.09,BA-70502221
PMT-6507,INV-4507,2024-05-01,498.21,BA-83270296
PMT-6508,INV-4508,2024-04-27,914.73,BA-70500023
PMT-6509,INV-4509,2024-04-21,782.64,BA-21535642
PMT-6510,INV-4510,2024-04-23,2311.55,BA-52423277
PMT-6511,INV-4511,2024-04-23,7839.8,BA-77867728
PMT-6512,INV-4512,2024-04-22,6658.58,BA-95421131
PMT-6513,INV-4513,2024-04-24,3219.63,BA-20119524
PMT-6514,INV-4514,2024-04-27,2230.38,BA-29647200
PMT-6515,INV-4515,2024-05-07,11521.42,BA-82284915
PMT-6516,INV-4516,2024-05-03,695.33,BA-59487224
PMT-6517,INV-4517,2024-05-05,925.12,BA-15117547
PMT-6518,INV-4518,2024-05-04,4322.85,BA-51305617
PMT-6519,INV-4519,2024-05-09,2636.15,BA-42509269
PMT-6520,INV-4520,2024-04-27,2911.82,BA-90982378
PMT-6521,INV-4521,2024-04-23,2332.57,BA-84021199
PMT-6522,INV-4522,2024-04-21,3762.49,BA-93697774
PMT-6523,INV-4523,2024-04-22,1964.49,BA-12444531
PMT-6524,INV-4524,2024-04-21,2454.79,BA-76232938
PMT-6525,INV-4525,2024-04-25,3192.45,BA-11673589
PMT-6526,INV-4526,2024-05-04,2287.67,BA-27032443
PMT-6527,INV-4527,2024-04-22,8464.17,BA-60181809
PMT-6528,INV-4528,2024-04-26,2592.98,BA-96676696
PMT-6529,INV-4529,2024-04-30,10000.67,BA-55509142
PMT-6530,INV-4530,2024-05-05,2987.16,BA-18302983
PMT-6531,INV-4531,2024-04-29,4821.78,BA-71381128
PMT-6532,INV-4532,2024-04-25,4166.37,BA-88198558
PMT-6533,INV-4533,2024-04-30,1362.16,BA-60928773
PMT-6534,INV-4534,2024-05-01,8854.15,BA-46395401
PMT-6535,INV-4535,2024-05-03,1036.73,BA-63128543
PMT-6536,INV-4536,2024-04-22,1986.13,BA-14417590
PMT-6537,INV-4537,2024-05-02,1769.28,BA-26516391
PMT-6538,INV-4538,2024-05-04,3724.33,BA-98317305
PMT-6539,INV-4539,2024-04-25,3344.85,BA-57865963
PMT-6540,INV-4540,2024-04-27,1242.51,BA-19103678
PMT-6541,INV-4541,2024-05-06,5530.34,BA-80110724
PMT-6542,INV-4542,2024-04-27,2436.25,BA-48535209
PMT-6543,INV-4543,2024-05-07,2107.8,BA-27423955
PMT-6544,INV-4544,2024-05-02,4809.58,BA-32786087
PMT-6545,INV-4545,2024-04-30,4659.37,BA-77867728
PMT-6546,INV-4546,2024-04-29,3390.55,BA-64354615
PMT-6547,INV-4547,2024-04-22,8233.0,BA-47203213
PMT-6548,INV-4548,2024-05-05,4309.38,BA-45553110
PMT-6549,INV-4549,2024-05-09,2720.84,BA-77997185
PMT-6550,INV-4550,2024-04-22,2835.43,BA-85476435
PMT-6551,INV-4551,2024-05-02,4683.08,BA-49416722
PMT-6552,INV-4552,2024-04-29,4168.8,BA-47929020
PMT-6553,INV-4553,2024-05-09,3086.96,BA-18909462
PMT-6554,INV-4554,2024-05-03,2619.98,BA-94780255
PMT-6555,INV-4555,2024-05-02,3556.48,BA-41349982
PMT-6556,INV-4556,2024-04-22,4457.66,BA-15307809
PMT-6557,INV-4557,2024-05-02,521.83,BA-60928773
PMT-6558,INV-4558,2024-05-05,401.86,BA-97366946
PMT-6559,INV-4559,2024-04-27,2899.28,BA-36192056
PMT-6560,INV-4560,2024-05-12,2416.73,BA-13856428
PMT-6561,INV-4561,2024-04-30,2456.67,BA-12510524
PMT-6562,INV-4562,2024-04-28,6505.42,BA-73093067
PMT-6563,INV-4563,2024-04-26,487.15,BA-40580235
PMT-6564,INV-4564,2024-05-05,4957.89,BA-21887116
PMT-6565,INV-4565,2024-05-08,2291.25,BA-47290936
PMT-6566,INV-4566,2024-05-05,1625.73,BA-15663839
PMT-6567,INV-4567,2024-05-06,4354.19,BA-74364119
PMT-6568,INV-4568,2024-04-27,2778.99,BA-38325623
PMT-6569,INV-4569,2024-05-12,5170.91,BA-96287208
PMT-6570,INV-4570,2024-04-28,1546.98,BA-70500023
PMT-6571,INV-4571,2024-05-09,655.55,BA-96747628
PMT-6572,INV-4572,2024-04-30,2136.73,BA-90938952
PMT-6573,INV-4573,2024-05-02,6133.5,BA-71325367
PMT-6574,INV-4574,2024-05-12,4255.54,BA-95502184
PMT-6575,INV-4575,2024-04-27,4892.25,BA-81366283
PMT-6576,INV-4576,2024-05-13,2158.73,BA-69990372
PMT-6577,INV-4577,2024-05-03,1197.81,BA-75551200
PMT-6578,INV-4578,2024-05-09,1954.92,BA-38881120
PMT-6579,INV-4579,2024-05-12,683.89,BA-46969722
PMT-6580,INV-4580,2024-04-28,4223.67,BA-73375475
PMT-6581,INV-4581,2024-05-02,2967.91,BA-21259600
PMT-6582,INV-4582,2024-05-02,6941.91,BA-97447461
PMT-6583,INV-4583,2024-05-05,3019.93,BA-91028420
PMT-6584,INV-4584,2024-04-26,3576.36,BA-91220385
PMT-6585,INV-4585,2024-05-04,3017.45,BA-36271930
PMT-6586,INV-4586,2024-05-09,1450.06,BA-12426922
PMT-6587,INV-4587,2024-04-29,196.21,BA-74291655
PMT-6588,INV-4588,2024-05-01,3343.11,BA-77707886
PMT-6589,INV-4589,2024-05-10,2038.57,BA-10886747
PMT-6590,INV-4590,2024-05-01,1533.62,BA-88198558
PMT-6591,INV-4591,2024-05-05,833.26,BA-45331886
PMT-6592,INV-4592,2024-05-08,3401.27,BA-84550146
PMT-6593,INV-4593,2024-05-03,1553.54,BA-69319824
PMT-6594,INV-4594,2024-05-06,1092.72,BA-12161771
PMT-6595,INV-4595,2024-05-04,944.5,BA-65148187
PMT-6596,INV-4596,2024-04-26,375.36,BA-83417397
PMT-6597,INV-4597,2024-04-28,2923.02,BA-80085646
PMT-6598,INV-4598,2024-05-02,538.86,BA-63246742
PMT-6599,INV-4599,2024-05-05,1912.41,BA-62062410
PMT-6600,INV-4600,2024-05-15,5338.37,BA-81988473
PMT-6601,INV-4601,2024-05-01,6959.36,BA-35428420
PMT-6602,INV-4602,2024-04-29,3416.01,BA-35583179
PMT-6603,INV-4603,2024-04-29,3643.3,BA-15262308
PMT-6604,INV-4604,2024-05-09,330.63,BA-80025708
PMT-6605,INV-4605,2024-05-06,2044.16,BA-65463927
PMT-6606,INV-4606,2024-04-29,1567.96,BA-26331285
PMT-6607,INV-4607,2024-04-29,5486.67,BA-45494011
PMT-6608,INV-4608,2024-04-29,1741.07,BA-72762334
PMT-6609,INV-4609,2024-05-14,1355.3,BA-30047398
PMT-6610,INV-4610,2024-04-27,6543.68,BA-39851095
PMT-6611,INV-4611,2024-04-30,9292.99,BA-46395401
PMT-6612,INV-4612,2024-05-09,3150.61,BA-46074069
PMT-6613,INV-4613,2024-04-30,5992.18,BA-61780050
PMT-6614,INV-4614,2024-05-02,2121.99,BA-11404137
PMT-6615,INV-4615,2024-05-15,502.55,BA-31587929
PMT-6616,INV-4616,2024-05-01,2172.82,BA-60024878
PMT-6617,INV-4617,2024-05-13,1762.48,BA-65576880
PMT-6618,INV-4618,2024-05-14,2270.91,BA-63246742
PMT-6619,INV-4619,2024-05-06,610.53,BA-88595657
PMT-6620,INV-4620,2024-05-12,4805.37,BA-45405683
PMT-6621,INV-4621,2024-05-03,2100.42,BA-17242994
PMT-6622,INV-4622,2024-05-01,4027.96,BA-97908110
PMT-6623,INV-4623,2024-05-06,523.42,BA-64783656
PMT-6624,INV-4624,2024-05-07,8756.28,BA-76179637
PMT-6625,INV-4625,2024-05-10,248.3,BA-73721294
PMT-6626,INV-4626,2024-05-11,810.0,BA-37304692
PMT-6627,INV-4627,2024-05-03,5762.63,BA-92685106
